case,hearing_date,parcel,district,FULL_ADDRESS,ZIP_CODE,USE_DESCRIPTION,ACREAGE,YEAR_BUILT,applicant,representative,staff,description,geometry
REZ-2024-100545,2024-07-11,766-745-8230,TUCKAHOE,W BROAD ST,23226,Vacant Common Area (HOA),,0,Forest Avenue Office LLC,Andrew M. Condlin,"Livingston Lewis (Deferral Requested to August 15, 2024) Deferred to the August 15, 2024, Meeting","TUCKAHOE: REZ-2024-100545 Andrew M. Condlin for Forest Avenue Office LLC: Request to rezone from B-2C Business District (Conditional), B-3C Business District (Conditional), O-3C Office District (Conditional), and M-1 Light Industrial District to UMU-PDC Urban Mixed Use – Planned Development District (Conditional) Parcels 766-744-5757, 766-744-5838, 766-745-8010, 767-744-3162, 767-744-6580, 767-744-7864, 767-744-9052, 767-745-5610, 766-745-8230, and 767-744-6325 containing 52.41 acres located at the northwest intersection of W Broad Street (U.S. Route 250) and Forest Avenue. The applicant proposes rezoning for a mixed-use development with residential uses. The uses will be controlled by zoning ordinance regulations and proffered conditions. The 2026 Comprehensive Plan recommends Office and Commercial Concentration. The site is located in the Enterprise Zone. Staff – Livingston Lewis (Deferral Requested to August 15, 2024) Deferred to the August 15, 2024, Meeting","MULTIPOLYGON (((-77.52138 37.60488, -77.52138 37.60497, -77.52199 37.60497, -77.52199 37.6052, -77.52205 37.60533, -77.52138 37.60553, -77.52106 37.60562, -77.52012 37.60563, -77.51807 37.60538, -77.51757 37.60522, -77.51774 37.60489, -77.51857 37.60489, -77.51896 37.60489, -77.52138 37.60488)))"
REZ-2024-100545,2024-07-11,767-744-6325,TUCKAHOE,W BROAD ST,23226,Vacant Common Area (HOA),,9999,Forest Avenue Office LLC,Andrew M. Condlin,"Livingston Lewis (Deferral Requested to August 15, 2024) Deferred to the August 15, 2024, Meeting","TUCKAHOE: REZ-2024-100545 Andrew M. Condlin for Forest Avenue Office LLC: Request to rezone from B-2C Business District (Conditional), B-3C Business District (Conditional), O-3C Office District (Conditional), and M-1 Light Industrial District to UMU-PDC Urban Mixed Use – Planned Development District (Conditional) Parcels 766-744-5757, 766-744-5838, 766-745-8010, 767-744-3162, 767-744-6580, 767-744-7864, 767-744-9052, 767-745-5610, 766-745-8230, and 767-744-6325 containing 52.41 acres located at the northwest intersection of W Broad Street (U.S. Route 250) and Forest Avenue. The applicant proposes rezoning for a mixed-use development with residential uses. The uses will be controlled by zoning ordinance regulations and proffered conditions. The 2026 Comprehensive Plan recommends Office and Commercial Concentration. The site is located in the Enterprise Zone. Staff – Livingston Lewis (Deferral Requested to August 15, 2024) Deferred to the August 15, 2024, Meeting","MULTIPOLYGON (((-77.5251 37.60249, -77.52507 37.60247, -77.52502 37.60243, -77.52497 37.6024, -77.52492 37.60237, -77.52487 37.60234, -77.52482 37.60232, -77.52474 37.60229, -77.52468 37.60227, -77.52464 37.60226, -77.52459 37.60225, -77.52454 37.60224, -77.52448 37.60223, -77.52443 37.60222, -77.52439 37.60222, -77.52434 37.60222, -77.52429 37.60222, -77.52371 37.60222, -77.52368 37.60224, -77.52364 37.60224, -77.5225 37.60224, -77.52138 37.60219, -77.52029 37.60219, -77.51904 37.60219, -77.51718 37.6022, -77.51544 37.6022, -77.51539 37.60198, -77.51878 37.60198, -77.51899 37.60121, -77.51907 37.60117, -77.51907 37.60152, -77.51945 37.60187, -77.52097 37.60172, -77.52098 37.60175, -77.52099 37.60178, -77.521 37.60181, -77.52102 37.60185, -77.52103 37.60188, -77.52117 37.60187, -77.52142 37.60185, -77.52163 37.60183, -77.52183 37.60181, -77.52203 37.60179, -77.52223 37.60177, -77.52277 37.60172, -77.52297 37.6017, -77.52321 37.60168, -77.5233 37.60167, -77.5233 37.60196, -77.5238 37.60196, -77.52429 37.60196, -77.52439 37.60196, -77.52447 37.60196, -77.52454 37.60197, -77.52462 37.60198, -77.52469 37.602, -77.52478 37.60202, -77.52486 37.60205, -77.52495 37.60208, -77.52504 37.60212, -77.52512 37.60216, -77.52518 37.6022, -77.52526 37.60225, -77.52533 37.6023, -77.52539 37.60236, -77.52544 37.60236, -77.52613 37.60304, -77.52585 37.60322, -77.52516 37.60254, -77.52511 37.6025, -77.5251 37.60249)))"
PUP-2024-101026,2024-07-11,823-720-9629,VARINA,301 S AIRPORT DR,23075,Vacant Comm B1-B3,,,"Hull St Properties, LLC",Jeffrey P Geiger,Molly Mallow Recommended for Approval,"PUP-2024-101026 Jeffrey P Geiger for Hull St Properties, LLC: Request for a Provisional Use Permit under Sections 24-2306 and 24-4315.E of Chapter 24 of the County Code to allow for 24-hour operation of a restaurant with a drive through on part of Parcel 823-720-9629 located on the east line of S. Airport Drive (State Route 156) approximately 390’ north of its intersection with Eastpark Court. The existing zoning is B-2 Business District. The 2026 Comprehensive Plan recommends Office. The site is located in the Enterprise Zone and Airport Safety Overlay District. Staff – Molly Mallow Recommended for Approval","MULTIPOLYGON (((-77.32314 37.53384, -77.32359 37.53384, -77.32404 37.53385, -77.32472 37.53386, -77.32502 37.53419, -77.32493 37.53428, -77.32473 37.53447, -77.3246 37.53457, -77.32445 37.53469, -77.32433 37.53479, -77.3241 37.53494, -77.32395 37.53502, -77.32368 37.53516, -77.32364 37.53519, -77.32345 37.53528, -77.32335 37.53533, -77.32321 37.53541, -77.32315 37.53544, -77.32314 37.53384)))"
REZ-2024-100932,2024-07-11,830-723-5805,VARINA,401 HANOVER RD,23150-3403,Vacant < 5 Acres,,1947,Hanover Road LLC,Lory Markham,Neha Shinde Recommended for Approval,"VARINA: REZ-2024-100932 Lory Markham for Hanover Road LLC: Request to conditionally rezone from A-1 Agricultural District to R-2C One-Family Residence District (Conditional) Parcel 830-723-5805 containing 1.66 acres located at the northeast intersection of Hanover Road and Graves Road. The applicant proposes a single-family subdivision. The use will be controlled by zoning ordinance regulations and proffered conditions. The 2026 Comprehensive Plan recommends Suburban Residential 1, density should not exceed 2.4 units per acre. The site is located in the Airport Safety Overlay District. Staff – Neha Shinde Recommended for Approval","MULTIPOLYGON (((-77.30043 37.54129, -77.30045 37.54129, -77.30088 37.54144, -77.30138 37.5416, -77.30139 37.54161, -77.3014 37.54161, -77.30141 37.54162, -77.30142 37.54162, -77.30143 37.54163, -77.30143 37.54164, -77.30144 37.54164, -77.30145 37.54165, -77.30145 37.54166, -77.30146 37.54167, -77.30146 37.54168, -77.30146 37.54169, -77.30146 37.5417, -77.30146 37.54171, -77.30146 37.54172, -77.30146 37.54173, -77.30145 37.54174, -77.30145 37.54175, -77.30145 37.54175, -77.30144 37.54176, -77.30143 37.54177, -77.30143 37.54178, -77.30138 37.54183, -77.3011 37.54212, -77.30003 37.54173, -77.30006 37.5417, -77.30043 37.54129)))"
REZ-2024-100986,2024-07-11,803-722-6087,VARINA,18 WAYLAND ST,23223,Res - Subd (1 Fam),,1937,Anthony Duncan,Ajamu Thabiti,"Kelly Drash (Deferral Requested to August 15, 2024) Deferred to the August 15, 2024, Meeting","REZ-2024-100986 Ajamu Thabiti for Anthony Duncan: Request to rezone from B-1 Business District to R-5A General Residence District Parcel 803-722-6087 containing 0.40 acres located at the southwest intersection of Wayland Street and Milburn Avenue. The applicant proposes to bring an existing single-family residence into conformance with the zoning ordinance and allow for subdivision of the property for additional single- family homes. The use will be controlled by zoning ordinance regulations. The 2026 Comprehensive Plan recommends Government. Staff – Kelly Drash (Deferral Requested to August 15, 2024) Deferred to the August 15, 2024, Meeting","MULTIPOLYGON (((-77.39396 37.542, -77.39402 37.54211, -77.39416 37.54237, -77.3938 37.54248, -77.39364 37.5422, -77.3936 37.54212, -77.39396 37.542)))"
REZ-2024-100986,2024-08-15,803-722-6087,VARINA,18 WAYLAND ST,23223,Res - Subd (1 Fam),,1937,Anthony Duncan,Ajamu Thabiti,"Kelly Drash (Deferral Requested to November 14, 2024)","VARINA: (Deferred from the July 11, 2024 Meeting) REZ-2024-100986 Ajamu Thabiti for Anthony Duncan: Request to rezone from B-1 Business District to R-5A General Residence District Parcel 803-722-6087 containing 0.40 acres located at the southwest intersection of Wayland Street and Milburn Avenue. The applicant proposes to bring an existing single-family residence into conformance with the zoning ordinance and allow for subdivision of the property for additional single- family homes. The use will be controlled by zoning ordinance regulations. The 2026 Comprehensive Plan recommends Government. Staff – Kelly Drash (Deferral Requested to November 14, 2024)","MULTIPOLYGON (((-77.39396 37.542, -77.39402 37.54211, -77.39416 37.54237, -77.3938 37.54248, -77.39364 37.5422, -77.3936 37.54212, -77.39396 37.542)))"
REZ-2024-101268,2024-08-15,832-727-2459,VARINA,1830 N WASHINGTON ST,23075,Vacant 20 - 100 Acres,,0,"GEM Capital, LLC",Andrew M. Condlin,"Seth Humphreys (Deferral Requested to September 12, 2024)","REZ-2024-101268 Andrew M. Condlin for GEM Capital, LLC: Request to conditionally rezone from A-1 Agricultural District and C-1 Conservation District to R-5AC General Residence District (Conditional) on Parcel 832-727-2459 containing 65.95 acres located on the north line of N. Washington Street approximately 150’ east of its intersection with Delbert Drive. The applicant proposes a single-family subdivision. The use will be controlled by zoning ordinance regulations and proffered conditions. The 2026 Comprehensive Plan recommends Suburban Residential 1, density should not exceed 2.4 acres per unit, and Environmental Protection Area. Staff – Seth Humphreys (Deferral Requested to September 12, 2024)","MULTIPOLYGON (((-77.29132 37.55484, -77.29095 37.5544, -77.29097 37.5544, -77.29098 37.55439, -77.29099 37.55439, -77.291 37.55439, -77.29102 37.55438, -77.29103 37.55438, -77.29104 37.55437, -77.29105 37.55437, -77.29106 37.55436, -77.29107 37.55435, -77.29108 37.55434, -77.29108 37.55433, -77.29109 37.55432, -77.29109 37.55431, -77.2911 37.5543, -77.2911 37.55429, -77.2911 37.55428, -77.2911 37.55427, -77.29186 37.55481, -77.29217 37.55449, -77.29249 37.55416, -77.29281 37.55384, -77.29313 37.55351, -77.29345 37.55319, -77.29377 37.55286, -77.29387 37.55276, -77.29419 37.55243, -77.29451 37.55211, -77.29483 37.55178, -77.29515 37.55146, -77.29547 37.55113, -77.29554 37.55105, -77.29581 37.551, -77.29635 37.5509, -77.29636 37.55092, -77.29637 37.55093, -77.29639 37.55094, -77.2964 37.55095, -77.29641 37.55097, -77.29642 37.55098, -77.29643 37.55099, -77.29645 37.551, -77.29646 37.55101, -77.29647 37.55102, -77.29648 37.55103, -77.2965 37.55104, -77.29651 37.55105, -77.29652 37.55106, -77.29654 37.55107, -77.29655 37.55108, -77.29657 37.55109, -77.29658 37.5511, -77.29659 37.55111, -77.29669 37.551, -77.29714 37.5505, -77.29736 37.55062, -77.29798 37.54997, -77.29812 37.55005, -77.29823 37.55011, -77.29833 37.55017, -77.29841 37.55022, -77.29851 37.55028, -77.29863 37.55035, -77.29877 37.55043, -77.29889 37.5505, -77.29901 37.55057, -77.29913 37.55064, -77.29929 37.55073, -77.29939 37.55079, -77.29956 37.55089, -77.29967 37.55095, -77.29975 37.55099, -77.29925 37.55165, -77.29896 37.55205, -77.29845 37.55186, -77.29784 37.5527, -77.29833 37.55289, -77.2983 37.55293, -77.29813 37.55316, -77.29765 37.5538, -77.29698 37.55397, -77.29658 37.55374, -77.29609 37.55425, -77.29692 37.55477, -77.29572 37.55637, -77.29443 37.55813, -77.29441 37.55816, -77.29438 37.55813, -77.29426 37.55801, -77.29409 37.5577, -77.29349 37.55714, -77.293 37.55665, -77.2922 37.55582, -77.29132 37.55484)), ((-77.28742 37.5565, -77.28902 37.55473, -77.28908 37.5548, -77.28915 37.55488, -77.28921 37.55496, -77.28928 37.55503, -77.28935 37.55511, -77.28941 37.55518, -77.28948 37.55526, -77.28955 37.55534, -77.28961 37.55541, -77.28968 37.55549, -77.28975 37.55556, -77.28982 37.55564, -77.28988 37.55571, -77.28995 37.55579, -77.29002 37.55586, -77.29009 37.55594, -77.29016 37.55601, -77.29023 37.55609, -77.2903 37.55616, -77.29159 37.55746, -77.29222 37.5581, -77.29357 37.55945, -77.29275 37.56052, -77.29264 37.56051, -77.29236 37.56038, -77.29153 37.56017, -77.29128 37.56008, -77.29095 37.55983, -77.29031 37.55901, -77.2897 37.55835, -77.28945 37.55808, -77.2892 37.5578, -77.28859 37.55722, -77.28791 37.55674, -77.28773 37.55664, -77.28742 37.5565)), ((-77.29083 37.55426, -77.29056 37.55393, -77.29097 37.55418, -77.29095 37.55418, -77.29094 37.55418, -77.29093 37.55419, -77.29091 37.55419, -77.2909 37.5542, -77.29089 37.5542, -77.29088 37.55421, -77.29087 37.55422, -77.29086 37.55422, -77.29086 37.55423, -77.29085 37.55423, -77.29084 37.55424, -77.29084 37.55425, -77.29083 37.55426)))"
PUP-2024-101284,2024-08-15,768-742-8126,TUCKAHOE,6301 W BROAD ST,23230-2009,Shopping Center,,1965,"Grand Fitness Partners, LLC",Jillian Sanchez,Molly Mallow,"PUP-2024-101284 Jillian Sanchez for Grand Fitness Partners, LLC: Request for a Provisional Use Permit under Sections 24-2306 and 24-4315.E of Chapter 24 of the County Code to allow extended hours of operation for a fitness facility on part of Parcel 768-742-8126 located at the northwest intersection of W. Broad Street (U.S. Route 250) and Horsepen Road. The existing zoning is B-2 Business District. The 2026 Comprehensive Plan recommends Commercial Arterial and Environmental Protection Area. The site is located in the Enterprise Zone. Staff – Molly Mallow","MULTIPOLYGON (((-77.51411 37.59612, -77.51421 37.59624, -77.51454 37.59667, -77.51458 37.59672, -77.51466 37.59682, -77.51417 37.59733, -77.514 37.59752, -77.51373 37.59734, -77.51332 37.59776, -77.5132 37.59765, -77.51267 37.5972, -77.51258 37.59713, -77.51254 37.59709, -77.51236 37.59694, -77.5117 37.59639, -77.51111 37.59589, -77.51111 37.59578, -77.51162 37.59556, -77.51256 37.59545, -77.51257 37.59544, -77.51349 37.59533, -77.5138 37.59572, -77.51383 37.59576, -77.51411 37.59612)))"
REZ-2024-100545,2024-08-15,766-744-5757,TUCKAHOE,6605 W BROAD ST,23230-1714,Office - Medical,,1978,Forest Avenue Office LLC,Andrew M. Condlin,Livingston Lewis,"TUCKAHOE: (Deferred from the July 11, 2024 Meeting) REZ-2024-100545 Andrew M. Condlin for Forest Avenue Office LLC: Request to rezone from B-2C Business District (Conditional), B-3C Business District (Conditional), O-3C Office District (Conditional), and M-1 Light Industrial District to UMU-PDC Urban Mixed Use – Planned Development District (Conditional) Parcels 766-744-5757, 766-744-5838, 766-745-8010, 767-744-3162, 767-744-6580, 767-744-7864, 767-744-9052, 767-745-5610, 766-745-8230, and 767-744-6325 containing 52.41 acres located at the northwest intersection of W. Broad Street (U.S. Route 250) and Forest Avenue. The applicant proposes rezoning for a mixed-use development with residential uses. The uses will be controlled by zoning ordinance regulations and proffered conditions. The 2026 Comprehensive Plan recommends Office and Commercial Concentration. The site is located in the Enterprise Zone. Staff – Livingston Lewis","MULTIPOLYGON (((-77.51904 37.60354, -77.51904 37.60219, -77.52029 37.60219, -77.52029 37.6027, -77.52138 37.60269, -77.52138 37.60368, -77.52019 37.60368, -77.52019 37.60362, -77.51942 37.60362, -77.51942 37.60354, -77.51926 37.60354, -77.51905 37.60354, -77.51904 37.60354)))"
REZ-2024-100545,2024-08-15,766-744-5838,TUCKAHOE,FOREST AVE,23226,Vacant Comm B1-B3,,0,Forest Avenue Office LLC,Andrew M. Condlin,Livingston Lewis,"TUCKAHOE: (Deferred from the July 11, 2024 Meeting) REZ-2024-100545 Andrew M. Condlin for Forest Avenue Office LLC: Request to rezone from B-2C Business District (Conditional), B-3C Business District (Conditional), O-3C Office District (Conditional), and M-1 Light Industrial District to UMU-PDC Urban Mixed Use – Planned Development District (Conditional) Parcels 766-744-5757, 766-744-5838, 766-745-8010, 767-744-3162, 767-744-6580, 767-744-7864, 767-744-9052, 767-745-5610, 766-745-8230, and 767-744-6325 containing 52.41 acres located at the northwest intersection of W. Broad Street (U.S. Route 250) and Forest Avenue. The applicant proposes rezoning for a mixed-use development with residential uses. The uses will be controlled by zoning ordinance regulations and proffered conditions. The 2026 Comprehensive Plan recommends Office and Commercial Concentration. The site is located in the Enterprise Zone. Staff – Livingston Lewis","MULTIPOLYGON (((-77.52029 37.60219, -77.52138 37.60219, -77.52138 37.60269, -77.52029 37.6027, -77.52029 37.60219)))"
REZ-2024-100545,2024-08-15,766-745-8010,TUCKAHOE,6641 W BROAD ST,23230-1700,Office,,2008,Forest Avenue Office LLC,Andrew M. Condlin,Livingston Lewis,"TUCKAHOE: (Deferred from the July 11, 2024 Meeting) REZ-2024-100545 Andrew M. Condlin for Forest Avenue Office LLC: Request to rezone from B-2C Business District (Conditional), B-3C Business District (Conditional), O-3C Office District (Conditional), and M-1 Light Industrial District to UMU-PDC Urban Mixed Use – Planned Development District (Conditional) Parcels 766-744-5757, 766-744-5838, 766-745-8010, 767-744-3162, 767-744-6580, 767-744-7864, 767-744-9052, 767-745-5610, 766-745-8230, and 767-744-6325 containing 52.41 acres located at the northwest intersection of W. Broad Street (U.S. Route 250) and Forest Avenue. The applicant proposes rezoning for a mixed-use development with residential uses. The uses will be controlled by zoning ordinance regulations and proffered conditions. The 2026 Comprehensive Plan recommends Office and Commercial Concentration. The site is located in the Enterprise Zone. Staff – Livingston Lewis","MULTIPOLYGON (((-77.52138 37.60368, -77.52138 37.60371, -77.52138 37.60382, -77.52138 37.60488, -77.51896 37.60489, -77.51857 37.60489, -77.51857 37.60442, -77.51846 37.60442, -77.51845 37.60381, -77.51896 37.60381, -77.51905 37.60381, -77.51905 37.60354, -77.51926 37.60354, -77.51942 37.60354, -77.51942 37.60362, -77.52019 37.60362, -77.52019 37.60368, -77.52138 37.60368)))"
REZ-2024-100545,2024-08-15,767-744-3162,TUCKAHOE,6603 W BROAD ST,23230-1711,Office,,1969,Forest Avenue Office LLC,Andrew M. Condlin,Livingston Lewis,"TUCKAHOE: (Deferred from the July 11, 2024 Meeting) REZ-2024-100545 Andrew M. Condlin for Forest Avenue Office LLC: Request to rezone from B-2C Business District (Conditional), B-3C Business District (Conditional), O-3C Office District (Conditional), and M-1 Light Industrial District to UMU-PDC Urban Mixed Use – Planned Development District (Conditional) Parcels 766-744-5757, 766-744-5838, 766-745-8010, 767-744-3162, 767-744-6580, 767-744-7864, 767-744-9052, 767-745-5610, 766-745-8230, and 767-744-6325 containing 52.41 acres located at the northwest intersection of W. Broad Street (U.S. Route 250) and Forest Avenue. The applicant proposes rezoning for a mixed-use development with residential uses. The uses will be controlled by zoning ordinance regulations and proffered conditions. The 2026 Comprehensive Plan recommends Office and Commercial Concentration. The site is located in the Enterprise Zone. Staff – Livingston Lewis","MULTIPOLYGON (((-77.51905 37.60354, -77.51905 37.60381, -77.51896 37.60381, -77.51845 37.60381, -77.51735 37.60381, -77.51734 37.60323, -77.51734 37.60323, -77.51734 37.60321, -77.51734 37.6032, -77.51734 37.60319, -77.51734 37.60318, -77.51734 37.60317, -77.51734 37.60316, -77.51733 37.60315, -77.51733 37.60314, -77.51733 37.60313, -77.51733 37.60312, -77.51733 37.60311, -77.51732 37.6031, -77.51732 37.60309, -77.51731 37.60308, -77.51731 37.60307, -77.51731 37.60306, -77.5173 37.60305, -77.5173 37.60304, -77.51729 37.60303, -77.51729 37.60302, -77.51728 37.60301, -77.51727 37.603, -77.51727 37.60299, -77.51726 37.60298, -77.51726 37.60297, -77.51725 37.60296, -77.51724 37.60295, -77.51723 37.60294, -77.51722 37.60293, -77.51721 37.60292, -77.5172 37.60291, -77.5172 37.6029, -77.51719 37.60289, -77.51719 37.60289, -77.51719 37.60254, -77.51718 37.6022, -77.51904 37.60219, -77.51904 37.60354, -77.51905 37.60354)))"
REZ-2024-100545,2024-08-15,767-744-6580,TUCKAHOE,W BROAD ST,23226,Vacant Comm B1-B3,,,Forest Avenue Office LLC,Andrew M. Condlin,Livingston Lewis,"TUCKAHOE: (Deferred from the July 11, 2024 Meeting) REZ-2024-100545 Andrew M. Condlin for Forest Avenue Office LLC: Request to rezone from B-2C Business District (Conditional), B-3C Business District (Conditional), O-3C Office District (Conditional), and M-1 Light Industrial District to UMU-PDC Urban Mixed Use – Planned Development District (Conditional) Parcels 766-744-5757, 766-744-5838, 766-745-8010, 767-744-3162, 767-744-6580, 767-744-7864, 767-744-9052, 767-745-5610, 766-745-8230, and 767-744-6325 containing 52.41 acres located at the northwest intersection of W. Broad Street (U.S. Route 250) and Forest Avenue. The applicant proposes rezoning for a mixed-use development with residential uses. The uses will be controlled by zoning ordinance regulations and proffered conditions. The 2026 Comprehensive Plan recommends Office and Commercial Concentration. The site is located in the Enterprise Zone. Staff – Livingston Lewis","MULTIPOLYGON (((-77.517 37.60324, -77.51734 37.60323, -77.51735 37.60381, -77.51735 37.60386, -77.51671 37.60387, -77.51653 37.60378, -77.517 37.60324)))"
REZ-2024-100545,2024-08-15,767-744-7864,TUCKAHOE,6627 W BROAD ST,23230-1723,Office - Medical,,2014,Forest Avenue Office LLC,Andrew M. Condlin,Livingston Lewis,"TUCKAHOE: (Deferred from the July 11, 2024 Meeting) REZ-2024-100545 Andrew M. Condlin for Forest Avenue Office LLC: Request to rezone from B-2C Business District (Conditional), B-3C Business District (Conditional), O-3C Office District (Conditional), and M-1 Light Industrial District to UMU-PDC Urban Mixed Use – Planned Development District (Conditional) Parcels 766-744-5757, 766-744-5838, 766-745-8010, 767-744-3162, 767-744-6580, 767-744-7864, 767-744-9052, 767-745-5610, 766-745-8230, and 767-744-6325 containing 52.41 acres located at the northwest intersection of W. Broad Street (U.S. Route 250) and Forest Avenue. The applicant proposes rezoning for a mixed-use development with residential uses. The uses will be controlled by zoning ordinance regulations and proffered conditions. The 2026 Comprehensive Plan recommends Office and Commercial Concentration. The site is located in the Enterprise Zone. Staff – Livingston Lewis","MULTIPOLYGON (((-77.51633 37.60269, -77.51613 37.60271, -77.51611 37.60262, -77.51591 37.60265, -77.51586 37.60242, -77.51531 37.60236, -77.51531 37.60234, -77.51544 37.6022, -77.51718 37.6022, -77.51719 37.60254, -77.51719 37.60289, -77.51719 37.60289, -77.5172 37.6029, -77.5172 37.60291, -77.51721 37.60292, -77.51722 37.60293, -77.51723 37.60294, -77.51724 37.60295, -77.51725 37.60296, -77.51726 37.60297, -77.51726 37.60298, -77.51727 37.60299, -77.51727 37.603, -77.51728 37.60301, -77.51729 37.60302, -77.51729 37.60303, -77.5173 37.60304, -77.5173 37.60305, -77.51731 37.60306, -77.51731 37.60307, -77.51731 37.60308, -77.51732 37.60309, -77.51732 37.6031, -77.51733 37.60311, -77.51733 37.60312, -77.51733 37.60313, -77.51733 37.60314, -77.51733 37.60315, -77.51734 37.60316, -77.51734 37.60317, -77.51734 37.60318, -77.51734 37.60319, -77.51734 37.6032, -77.51734 37.60321, -77.51734 37.60323, -77.51734 37.60323, -77.517 37.60324, -77.51653 37.60378, -77.51611 37.60426, -77.51587 37.604, -77.51559 37.6035, -77.51555 37.60344, -77.51554 37.6034, -77.51551 37.60326, -77.51603 37.60317, -77.5163 37.60309, -77.51625 37.60283, -77.51636 37.60282, -77.51633 37.60269)))"
REZ-2024-100545,2024-08-15,767-744-9052,TUCKAHOE,6623 W BROAD ST,23230,Restaurant,,2009,Forest Avenue Office LLC,Andrew M. Condlin,Livingston Lewis,"TUCKAHOE: (Deferred from the July 11, 2024 Meeting) REZ-2024-100545 Andrew M. Condlin for Forest Avenue Office LLC: Request to rezone from B-2C Business District (Conditional), B-3C Business District (Conditional), O-3C Office District (Conditional), and M-1 Light Industrial District to UMU-PDC Urban Mixed Use – Planned Development District (Conditional) Parcels 766-744-5757, 766-744-5838, 766-745-8010, 767-744-3162, 767-744-6580, 767-744-7864, 767-744-9052, 767-745-5610, 766-745-8230, and 767-744-6325 containing 52.41 acres located at the northwest intersection of W. Broad Street (U.S. Route 250) and Forest Avenue. The applicant proposes rezoning for a mixed-use development with residential uses. The uses will be controlled by zoning ordinance regulations and proffered conditions. The 2026 Comprehensive Plan recommends Office and Commercial Concentration. The site is located in the Enterprise Zone. Staff – Livingston Lewis","MULTIPOLYGON (((-77.51533 37.60243, -77.51531 37.60236, -77.51586 37.60242, -77.51591 37.60265, -77.51611 37.60262, -77.51613 37.60271, -77.51633 37.60269, -77.51636 37.60282, -77.51625 37.60283, -77.5163 37.60309, -77.51603 37.60317, -77.51551 37.60326, -77.51533 37.60243)))"
REZ-2024-100545,2024-08-15,767-745-5610,TUCKAHOE,6631 W BROAD ST,23230-1723,Motel/Hotel,,2009,Forest Avenue Office LLC,Andrew M. Condlin,Livingston Lewis,"TUCKAHOE: (Deferred from the July 11, 2024 Meeting) REZ-2024-100545 Andrew M. Condlin for Forest Avenue Office LLC: Request to rezone from B-2C Business District (Conditional), B-3C Business District (Conditional), O-3C Office District (Conditional), and M-1 Light Industrial District to UMU-PDC Urban Mixed Use – Planned Development District (Conditional) Parcels 766-744-5757, 766-744-5838, 766-745-8010, 767-744-3162, 767-744-6580, 767-744-7864, 767-744-9052, 767-745-5610, 766-745-8230, and 767-744-6325 containing 52.41 acres located at the northwest intersection of W. Broad Street (U.S. Route 250) and Forest Avenue. The applicant proposes rezoning for a mixed-use development with residential uses. The uses will be controlled by zoning ordinance regulations and proffered conditions. The 2026 Comprehensive Plan recommends Office and Commercial Concentration. The site is located in the Enterprise Zone. Staff – Livingston Lewis","MULTIPOLYGON (((-77.51857 37.60489, -77.51774 37.60489, -77.51757 37.60522, -77.51673 37.60495, -77.51611 37.60426, -77.51653 37.60378, -77.51671 37.60387, -77.51735 37.60386, -77.51735 37.60381, -77.51845 37.60381, -77.51846 37.60442, -77.51857 37.60442, -77.51857 37.60489)))"
REZ-2024-100545,2024-08-15,766-745-8230,TUCKAHOE,W BROAD ST,23226,Vacant Common Area (HOA),,0,Forest Avenue Office LLC,Andrew M. Condlin,Livingston Lewis,"TUCKAHOE: (Deferred from the July 11, 2024 Meeting) REZ-2024-100545 Andrew M. Condlin for Forest Avenue Office LLC: Request to rezone from B-2C Business District (Conditional), B-3C Business District (Conditional), O-3C Office District (Conditional), and M-1 Light Industrial District to UMU-PDC Urban Mixed Use – Planned Development District (Conditional) Parcels 766-744-5757, 766-744-5838, 766-745-8010, 767-744-3162, 767-744-6580, 767-744-7864, 767-744-9052, 767-745-5610, 766-745-8230, and 767-744-6325 containing 52.41 acres located at the northwest intersection of W. Broad Street (U.S. Route 250) and Forest Avenue. The applicant proposes rezoning for a mixed-use development with residential uses. The uses will be controlled by zoning ordinance regulations and proffered conditions. The 2026 Comprehensive Plan recommends Office and Commercial Concentration. The site is located in the Enterprise Zone. Staff – Livingston Lewis","MULTIPOLYGON (((-77.52138 37.60488, -77.52138 37.60497, -77.52199 37.60497, -77.52199 37.6052, -77.52205 37.60533, -77.52138 37.60553, -77.52106 37.60562, -77.52012 37.60563, -77.51807 37.60538, -77.51757 37.60522, -77.51774 37.60489, -77.51857 37.60489, -77.51896 37.60489, -77.52138 37.60488)))"
